"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Tumor_AVG","Normal_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_Islands_Name","SNP_ID","SNP_DISTANCE"
"cg19333086",0.204892152836495,0.39528688729624,3.92248229195298,0.000383224661893688,0.00516168257247727,-0.18257953170346,0.440818476815461,0.235926323978966,0.204892152836495,"22",29197898,"R","II","XBP1","TSS1500","shore","TSS1500-shore","chr22:29196082-29196962","rs189418764;rs192463145","30;1"
"cg12237227",-0.206196536234003,0.732351859660896,-3.9153725409334,0.000391181003469165,0.00524177046051096,-0.202086915418933,0.68653040716445,0.892726943398454,-0.206196536234003,"7",134330438,"R","II","BPGM","TSS1500","opensea","TSS1500-opensea","","rs112370058;rs553908537","22;10"
"cg18453551",-0.206966482989357,0.523262460895787,-3.91457231587774,0.000392086520261026,0.00525130476139079,-0.204281686643719,0.477269909120374,0.684236392109731,-0.206966482989357,"3",128226565,"F","II","LOC90246","TSS200","opensea","TSS200-opensea","","rs559048083;rs561209250;rs369420052","0;1;11"
"cg23384863",-0.221372614784165,0.699766936769207,-3.91247491795821,0.000394469582558896,0.00527513059458509,-0.210033389078434,0.650573022372726,0.871945637156891,-0.221372614784165,"2",44132538,"R","II","LRPPRC","Body","opensea","Body-opensea","","rs565360802","28"
"cg26644635",-0.206765760007656,0.558097606589287,-3.91000553175078,0.000397293372476853,0.00530362142365421,-0.216803682108685,0.512149659920918,0.718915419928575,-0.206765760007656,"12",72081922,"R","II","TMEM19","Body","shore","Body-shore","chr12:72079789-72080261","rs184628578;rs79514852","2;1"
"cg20238164",0.2058260597682,0.542981961022234,3.90862488338834,0.000398880735547741,0.00531930818733824,-0.220588277958107,0.588721085415167,0.382895025646967,0.2058260597682,"8",96086594,"R","II","MIR3150B","TSS1500","shore","TSS1500-shore","chr8:96085269-96085747","rs573489687","2"
"cg07522227",-0.213465047665813,0.624464085373621,-3.9083401605819,0.000399208854821861,0.00532245225701252,-0.22136868856285,0.577027408114551,0.790492455780365,-0.213465047665813,"19",12001680,"F","II","ZNF69","Body","shelf","Body-shelf","chr19:11998804-11999131","rs150422709;rs566541721;rs527344980;rs138242378","0;1;23;38"
"cg25811395",-0.206809784285148,0.61701291125231,-3.90765698308361,0.000399997231671087,0.00532919525600417,-0.223241153969214,0.571055181411166,0.777864965696314,-0.206809784285148,"9",109641370,"F","II","ZNF462","5'UTR","opensea","5'UTR-opensea","","",""
"cg02155295",-0.210526526824596,0.644540917403927,-3.90636948068194,0.000401487111562975,0.00534343228772187,-0.2267696222024,0.597757244776239,0.808283771600836,-0.210526526824596,"10",116539621,"R","II","LOC101927692","Body","opensea","Body-opensea","","rs143507047;rs114728508;rs151079414","40;36;2"
"cg07591278",0.213187967186631,0.423953026509125,3.90577057700918,0.00040218199378231,0.00534930392708585,-0.228410796948609,0.471328130328376,0.258140163141745,0.213187967186631,"3",23851523,"R","II","UBE2E1","TSS1500","shore","TSS1500-shore","chr3:23851987-23852508","rs193259807","2"
"cg11854219",0.201056727151077,0.275487723460109,3.90478893845657,0.000403323479185555,0.00536085726433192,-0.231100570078618,0.320166996160348,0.119110269009271,0.201056727151077,"2",182170497,"F","II","MIR4437","TSS200","opensea","TSS200-opensea","","rs184474174","3"
"cg27405706",-0.220741709595401,0.662798895876897,-3.90462553461965,0.000403513797041022,0.00536274249139581,-0.231548285230225,0.613745182633474,0.834486892228876,-0.220741709595401,"21",43786824,"F","II","TFF1","TSS200","opensea","TSS200-opensea","","rs181945027;rs536822897","34;51"
"cg15059751",-0.204356255640777,0.737658190241018,-3.90066095084895,0.000408158259248945,0.00540853924349915,-0.242408756846332,0.692245688987512,0.896601944628289,-0.204356255640777,"17",1326393,"F","II","CRK","3'UTR","opensea","3'UTR-opensea","","rs547330797;rs560643359;rs148981564;rs552838131","0;14;35;45"
"cg18057002",0.2069002640271,0.485893611414353,3.90064052081746,0.000408182326992068,0.0054086410712067,-0.242464711295643,0.53187144786482,0.32497118383772,0.2069002640271,"16",87309765,"R","II","LOC101928682","Body","opensea","Body-opensea","","rs182503959;rs144136985;rs573264396;rs540718794;rs565380103","17;10;8;7;3"
"cg25647964",-0.202350089966665,0.734473602310106,-3.89770060988245,0.000411660146439152,0.0054429274726238,-0.250515457431554,0.689506915650847,0.891857005617512,-0.202350089966665,"19",44332227,"R","II","ZNF283","5'UTR","opensea","5'UTR-opensea","","rs181690269;rs546244558","46;21"
"cg05028010",0.220959065418333,0.298675467754393,3.89164650058564,0.000418913021540083,0.00551490236927845,-0.267086827230792,0.347777482291801,0.126818416873467,0.220959065418333,"1",145437567,"F","II","TXNIP","TSS1500","opensea","TSS1500-opensea","","rs587719223","40"
"cg09083279",-0.203739452728874,0.675086213904262,-3.89140248566741,0.000419207945092014,0.00551744059106763,-0.26775453811751,0.629810779964512,0.833550232693386,-0.203739452728874,"6",29454873,"F","II","MAS1L","1stExon","opensea","1stExon-opensea","","rs139707647;rs145448286","15;16"
"cg18782488",-0.220722117560114,0.588572627270435,-3.88736569384839,0.000424116342569774,0.00556374581841241,-0.278798265711332,0.539523267812632,0.760245385372746,-0.220722117560114,"7",134677557,"R","II","AGBL3","Body","opensea","Body-opensea","","rs2718159;rs554639854","32;2"
"cg22033352",-0.222604316074714,0.707568421353553,-3.88657816279532,0.000425080410014956,0.00557267196014602,-0.280952249078534,0.658100795559173,0.880705111633886,-0.222604316074714,"1",185540193,"R","II","LINC01350","Body","opensea","Body-opensea","","",""
"cg09744740",-0.238794745288344,0.625245088640885,-3.88637487149934,0.000425329617944605,0.00557467089432502,-0.281508245395653,0.572179589687919,0.810974334976263,-0.238794745288344,"10",127379887,"F","II","LOC283038","Body","opensea","Body-opensea","","rs550770937;rs543406582;rs142976109;rs76383823","17;26;39;44"
"cg24077695",-0.210323869849745,0.756643110038247,-3.88613941005441,0.000425618439814075,0.00557744164128538,-0.282152212079186,0.709904472293859,0.920228342143604,-0.210323869849745,"12",109877280,"F","II","MYO1H","Body","opensea","Body-opensea","","rs150355977;rs147582076;rs552025620;rs61941568;rs560804215","0;24;27;29;51"
"cg18964274",-0.208883451146857,0.694889744991382,-3.88181822517977,0.000430952897220101,0.00562802406605885,-0.293967580794829,0.64847120029208,0.857354651438937,-0.208883451146857,"8",144124489,"R","II","C8orf31","ExonBnd","opensea","ExonBnd-opensea","","rs534326106","28"
"cg03312851",-0.205439340813198,0.648789367038725,-3.88133329563951,0.000431555580710349,0.00563482904578598,-0.295293198597244,0.603136180191348,0.808575521004546,-0.205439340813198,"X",28805512,"F","II","IL1RAPL1","5'UTR","opensea","5'UTR-opensea","","",""
"cg02606432",-0.242588587148925,0.595272841247549,-3.87950085580172,0.000433840396905431,0.00565774005176276,-0.300301827054617,0.541364266325566,0.783952853474491,-0.242588587148925,"5",133938922,"R","II","SAR1B","3'UTR","opensea","3'UTR-opensea","","rs565707049;rs536248394;rs554803461;rs192152856;rs184929645","50;45;37;30;2"
"cg27621984",0.20799133360928,0.373004054806924,3.87850280854455,0.00043508977781174,0.00566898029306601,-0.303029412354474,0.419224351164542,0.211233017555262,0.20799133360928,"11",77914501,"F","II","USP35","Body","opensea","Body-opensea","","rs73507291","37"
"cg01062024",-0.201376908337016,0.553311120029104,-3.8784417687886,0.000435166302376997,0.00566947195681632,-0.303196220349002,0.508560695954211,0.709937604291228,-0.201376908337016,"3",49065979,"F","II","IMPDH2","Body","shore","Body-shore","chr3:49066573-49066983","rs184172327;rs544503366;rs188724031;rs72624909","0;12;19;50"
"cg01843506",0.213650274322393,0.419627109726163,3.87761603833605,0.000436202794611706,0.00567895308805426,-0.305452656086833,0.467104948464473,0.25345467414208,0.213650274322393,"3",32993165,"F","II","CCR4","1stExon","opensea","1stExon-opensea","","rs578225539","29"
"cg02902672",-0.286058807147039,0.641220082279429,-3.87700516007867,0.000436971139952433,0.00568627434076709,-0.307121854205999,0.577651458468976,0.863710265616015,-0.286058807147039,"6",32635360,"F","II","HLA-DQB1","TSS1500","shelf","TSS1500-shelf","chr6:32632158-32633027","rs9274583;rs535051941;rs9274584;rs9274585;rs9274586;rs9274587;rs9274588;rs9274589;rs4516984;rs9274592","1;4;5;6;15;17;19;25;34;40"
"cg11297324",-0.234575609425228,0.717268307564627,-3.87656503404587,0.000437525533611817,0.00569086015977962,-0.308324415596584,0.665140394359021,0.899716003784249,-0.234575609425228,"1",202718377,"R","II","KDM5B","Body","opensea","Body-opensea","","rs77909508;rs530578414","2;1"
"cg27307154",0.203732694565111,0.847931098728033,3.87624141486442,0.00043793360869558,0.00569471133703325,-0.309208609914714,0.893205030853613,0.689472336288502,0.203732694565111,"13",26911572,"F","II","CDK8","Body","opensea","Body-opensea","","rs544812932;rs564734940","1;44"
"cg08867067",0.268439237940888,0.428264159536067,3.87622910198387,0.000437949142214112,0.00569482766506114,-0.309242250672405,0.487917323522931,0.219478085582043,0.268439237940888,"1",241840773,"R","II","WDR64","Body","opensea","Body-opensea","","rs12240147;rs540746451;rs41307706","16;2;1"
"cg25158734",-0.24797476046095,0.591234754750541,-3.87575188901435,0.00043855159114739,0.00570000360531069,-0.310546040565778,0.536129252425885,0.784104012886835,-0.24797476046095,"2",208393332,"F","II","CREB1","TSS1500","shore","TSS1500-shore","chr2:208393955-208395024","",""
"cg18752105",-0.211822858014954,0.726780313511507,-3.87484427514901,0.000439699616833901,0.00571063188602838,-0.313025552060925,0.679708567285962,0.891531425300916,-0.211822858014954,"5",5057387,"R","II","LINC01020","Body","opensea","Body-opensea","","rs10056566;rs566433704;rs144944286","48;37;1"
"cg04266915",-0.249273636170987,0.687016518037821,-3.86629872737658,0.000450653019203473,0.00581202483848408,-0.336359974561253,0.63162237666649,0.880896012837477,-0.249273636170987,"19",58630509,"R","II","ZSCAN18","TSS1500","shore","TSS1500-shore","chr19:58629309-58630241","rs555494533","34"
"cg21130374",0.207766404820139,0.246664426105099,3.86425667728972,0.000453309467791611,0.00583708870795047,-0.341932986549106,0.292834738287352,0.0850683334672131,0.207766404820139,"21",42734266,"R","II","MX2","5'UTR","opensea","5'UTR-opensea","","rs545358377;rs567875340;rs572076190","47;10;2"
"cg20367894",-0.273903953704769,0.552276850315096,-3.86370808765228,0.00045402570384295,0.00584338147474839,-0.343429959193399,0.491409305047369,0.765313258752138,-0.273903953704769,"12",56537247,"F","II","ESYT1","Body","opensea","Body-opensea","","rs537161998;rs79317577","1;32"
"cg06755692",-0.238124105182393,0.678073533787917,-3.85958435812744,0.000459444956437604,0.00589340945961435,-0.35467996809567,0.625157065969607,0.863281171152,-0.238124105182393,"2",38812997,"R","II","HNRNPLL","Body","opensea","Body-opensea","","",""
"cg01745898",0.24652387468986,0.597129196065155,3.85812996316204,0.000461371226917904,0.00591180225374361,-0.358646593529109,0.651912279329569,0.405388404639709,0.24652387468986,"X",16857776,"R","II","TXLNG","Body","opensea","Body-opensea","","",""
"cg12132385",-0.238574110534286,0.670303261468748,-3.85724168428336,0.00046255156526913,0.00592376559490887,-0.361068938845636,0.617286792461129,0.855860902995415,-0.238574110534286,"20",46175130,"R","II","NCOA3","5'UTR","opensea","5'UTR-opensea","","rs6018539;rs190764055","18;2"
"cg17055489",-0.204559215918163,0.61522769747208,-3.85670813393346,0.000463261953507415,0.00593111381687238,-0.362523829903473,0.56977009393471,0.774329309852873,-0.204559215918163,"6",143888190,"R","II","LOC285740","Body","opensea","Body-opensea","","rs146121356","1"
"cg12345814",-0.220597431018118,0.704586827024659,-3.85540081058881,0.000465007056733642,0.00594790668273362,-0.366088317190759,0.655565175687299,0.876162606705417,-0.220597431018118,"9",132572181,"F","II","TOR1B","3'UTR","opensea","3'UTR-opensea","","rs559947930;rs185610000;rs542028304;rs562333783;rs116214334;rs551334475;rs188921301","0;1;13;14;15;42;43"
"cg25553532",-0.205308656262914,0.630232480276814,-3.8530898424531,0.000468107535990977,0.00597941735929984,-0.372388125131737,0.58460833444061,0.789916990703525,-0.205308656262914,"6",52055432,"R","II","IL17A","3'UTR","opensea","3'UTR-opensea","","",""
"cg19013142",-0.205883114340694,0.485080745349186,-3.85252596297921,0.000468867101408813,0.00598743877223534,-0.373925059927438,0.439328942162365,0.645212056503059,-0.205883114340694,"X",129849640,"F","II","ENOX2","5'UTR","opensea","5'UTR-opensea","","rs5977357","22"
"cg04516337",-0.215595509011616,0.563480891552729,-3.85137253982723,0.000470424535873104,0.00600129889213994,-0.377068603126081,0.515570778439036,0.731166287450652,-0.215595509011616,"1",112942287,"F","II","CTTNBP2NL","5'UTR","shelf","5'UTR-shelf","chr1:112938495-112939113","rs146521398","41"
"cg14250152",0.209149805869175,0.500624841224218,3.85116038892971,0.000470711544132443,0.00600398568344787,-0.377646759208548,0.547102575861813,0.337952769992638,0.209149805869175,"X",45375748,"F","II","LINC01204","Body","opensea","Body-opensea","","rs73489211","2"
"cg07620167",-0.213944817070023,0.646495291160396,-3.84900629208171,0.000473635366464188,0.00603051286112131,-0.383516412875984,0.598951998478169,0.812896815548192,-0.213944817070024,"9",140128686,"R","II","SLC34A3","Body","island","Body-island","chr9:140128562-140129023","rs35699762","44"
"cg17366015",-0.209283085965538,0.695169875266933,-3.84574584267523,0.000478094478319128,0.0060716518711065,-0.39239826038052,0.648662522830147,0.857945608795685,-0.209283085965539,"10",124759024,"F","II","IKZF5","Body","opensea","Body-opensea","","rs541600215;rs559995415","20;38"
"cg17497599",-0.259076884107113,0.577970717492562,-3.84412229627953,0.000480330089217006,0.00609206459755965,-0.396819874394957,0.52039807657987,0.779474960686984,-0.259076884107114,"3",155011622,"F","II","LOC100507537","TSS200","opensea","TSS200-opensea","","rs575821989","0"
"cg21761406",-0.20762134130378,0.653170486218297,-3.83805651000621,0.000488772851345742,0.00617261017518039,-0.413333026163748,0.607032410373013,0.814653751676793,-0.20762134130378,"1",158110575,"R","II","LOC646268","TSS200","opensea","TSS200-opensea","","rs564633312;rs531929593","5;1"
"cg10789170",-0.215576693368012,0.385972151198538,-3.83581317290303,0.000491931654337725,0.00620018355249775,-0.419437520070709,0.33806621933898,0.553642912706992,-0.215576693368012,"X",21762904,"F","II","SMPX","Body","opensea","Body-opensea","","rs3788756","17"
"cg21107103",-0.21913281978627,0.600285623162972,-3.83400123479106,0.000494497482520677,0.00622372076471893,-0.424367062468146,0.551589440988246,0.770722260774516,-0.21913281978627,"11",18630052,"R","II","SPTY2D1","3'UTR","opensea","3'UTR-opensea","","rs200073800","1"
"cg08390352",-0.211653078833286,0.568282361531404,-3.83358802377889,0.000495084435501358,0.00622865964635168,-0.425491109949663,0.521248344012896,0.732901422846182,-0.211653078833286,"7",1127668,"R","II","GPER1","TSS200","shore","TSS200-shore","chr7:1126578-1126910","rs549783618;rs570002983;rs538901788","9;6;5"
"cg09960641",-0.201896629193532,0.475463630218768,-3.83127382991017,0.00049838420394039,0.00625960654448093,-0.431785455245287,0.430597712620206,0.632494341813738,-0.201896629193532,"19",35598494,"F","II","LOC100128675","TSS1500","opensea","TSS1500-opensea","","rs556229571","17"
"cg03536664",-0.226461877722214,0.653904066610824,-3.82831712653493,0.000502631211920638,0.00629730276154997,-0.439825133762006,0.603579204894777,0.83004108261699,-0.226461877722214,"3",48636487,"R","II","UQCRC1","3'UTR","shelf","3'UTR-shelf","chr3:48631882-48632901","rs139827846;rs536334256;rs554613079","25;8;2"
"cg21303296",0.208856817878447,0.330969571081858,3.82825729289138,0.000502717518810607,0.00629783642657967,-0.439987803832707,0.377382197277069,0.168525379398622,0.208856817878447,"13",43702121,"R","II","LINC00400","Body","opensea","Body-opensea","","rs573943937;rs542677263","15;8"
"cg07201934",-0.214355785462558,0.74209458807107,-3.82350891019936,0.000509612903789541,0.00636337808911224,-0.452893996896229,0.69445996907939,0.908815754541948,-0.214355785462558,"7",112410323,"F","II","TMEM168","Body","opensea","Body-opensea","","rs534356347;rs553113789","34;46"
"cg10661781",-0.204134894233753,0.743507512918407,-3.82033648854731,0.000514270841987063,0.00640525678518288,-0.461513101095657,0.698144203088684,0.902279097322437,-0.204134894233753,"4",103600345,"R","II","MANBA","Body","opensea","Body-opensea","","rs549090324;rs536719907","3;1"
